old_locus_tag,gene_name,accession,start,end,strand,gene_product,uniprot,operon
slr1541,slr1541,NC_000911.1,978941,979573,+,DUF3782 domain-containing protein,,Op683
slr1542,ispF,NC_000911.1,979685,980170,+,2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase,,Op684
slr1543,gntT,NC_000911.1,980327,981694,+,guanitoxin biosynthesis MATE family efflux transporter GntT,,Op685
sll1468,sll1468,NC_000911.1,981691,982629,-,fatty acid desaturase,,Op686
,,NC_000911.1,982633,982920,+,hypothetical protein,,Op6
ssr2595,ssr2595,NC_000911.1,982968,983180,+,chlorophyll a/b-binding protein,A0A6P1VCU3_9SYNC,Op687
slr1544,slr1544,NC_000911.1,983289,983540,+,hypothetical protein,,Op688
slr1545,slr1545,NC_000911.1,983804,984475,+,sigma-70 family RNA polymerase sigma factor,,Op689
slr1546,slr1546,NC_000911.1,984658,985200,+,anti-sigma factor,,Op690
slr1547,slr1547,NC_000911.1,985224,986222,+,permease,,Op690
sll1466,sll1466,NC_000911.1,986492,987733,-,glycosyltransferase family 4 protein,,Op691
ssl2823,ssl2823,NC_000911.1,987740,987946,-,twin-arginine translocase TatA/TatE family subunit,A0A6P1VNN3_9SYNC,Op691
sll1464,sll1464,NC_000911.1,988072,989505,-,YdiU family protein,,Op692
sll1463,ftsH4,NC_000911.1,989717,991603,-,ATP-dependent zinc metalloprotease FtsH4,,Op693
sll1462,hypE,NC_000911.1,991735,992772,-,hydrogenase expression/formation protein HypE,,Op694
sll1461,sll1461,NC_000911.1,992821,993483,-,Uma2 family endonuclease,,Op695
sll1459,surE,NC_000911.1,993536,994213,-,5'/3'-nucleotidase SurE,,Op696
slr1549,def,NC_000911.1,994343,994906,+,peptide deformylase,A0A6P1VG28_9SYNC,Op697
ssr2611,ssr2611,NC_000911.1,995022,995219,+,hypothetical protein,A0A6P1VDR2_9SYNC,Op698
slr1550,lysS,NC_000911.1,995275,996807,+,lysine--tRNA ligase,,Op699
sll1457,sll1457,NC_000911.1,996850,997806,-,glycosyltransferase family 2 protein,,Op700
sll1456,sll1456,NC_000911.1,998010,998918,-,FkbM family methyltransferase,,Op701
slr1552,slr1552,NC_000911.1,999083,1001563,+,hypothetical protein,,Op702
sll1455,sll1455,NC_000911.1,1001639,1002106,-,nitrate reductase associated protein,,Op703
,,NC_000911.1,1002177,1002617,+,DUF29 domain-containing protein,,Op71
sll1454,sll1454,NC_000911.1,1002633,1004777,-,nitrate reductase,,Op704
,,NC_000911.1,1004822,1005091,-,DUF1830 domain-containing protein,,Op6
,,NC_000911.1,1005355,1006179,-,nitrate ABC transporter ATP-binding protein,,Op71
sll1452,sll1452,NC_000911.1,1006234,1008246,-,nitrate ABC transporter ATP-binding protein,,Op705
sll1451,ntrB,NC_000911.1,1008321,1009148,-,nitrate ABC transporter permease,,Op706
sll1450,sll1450,NC_000911.1,1009234,1010574,-,CmpA/NrtA family ABC transporter substrate-binding protein,A0A6P1VG38_9SYNC,Op707
sll1634,sll1634,NC_000911.1,1010710,1011759,-,anthranilate phosphoribosyltransferase family protein,,Op708
slr1748,slr1748,NC_000911.1,1011975,1012619,+,histidine phosphatase family protein,,Op709
ssl3177,ssl3177,NC_000911.1,1012616,1012888,-,RlpA-like double-psi beta-barrel domain-containing protein,A0A6P1VJ59_9SYNC,Op710
sll1633,ftsZ,NC_000911.1,1013045,1014337,-,cell division protein FtsZ,,Op711
sll1632,sll1632,NC_000911.1,1014587,1015396,-,cell division protein FtsQ/DivIB,,Op712
slr1751,slr1751,NC_000911.1,1015511,1016782,+,S41 family peptidase,,Op713
slr1752,slr1752,NC_000911.1,1016830,1017495,+,Uma2 family endonuclease,,Op714
sll1144,rsmH,NC_000911.1,1017600,1018493,-,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH,,Op715
slr1218,slr1218,NC_000911.1,1018650,1019126,+,DUF4168 domain-containing protein,A0A6P1VG58_9SYNC,Op716
slr1219,ureE,NC_000911.1,1019155,1019583,+,urease accessory protein UreE,,Op716
slr1220,slr1220,NC_000911.1,1019808,1020761,+,PRC-barrel domain-containing protein,A0A6P1VG50_9SYNC,Op717
,,NC_000911.1,1021073,1022008,+,hypothetical protein,,Op6
sll1143,pcrA,NC_000911.1,1022278,1024659,-,DNA helicase PcrA,,Op718
sll1142,sll1142,NC_000911.1,1024825,1025346,-,bifunctional nuclease family protein,A0A6P1VEZ3_9SYNC,Op719
slr1223,slr1223,NC_000911.1,1025519,1026442,+,TIGR01777 family oxidoreductase,,Op720
slr1224,slr1224,NC_000911.1,1026511,1027737,+,ABC transporter ATP-binding protein,,Op721
slr1225,slr1225,NC_000911.1,1027844,1029331,+,serine/threonine-protein kinase,,Op722
sll1138,sll1138,NC_000911.1,1029337,1030083,-,HAD family phosphatase,,Op723
slr1226,slr1226,NC_000911.1,1030195,1030989,+,phosphoribosylaminoimidazolesuccinocarboxamide synthase,,Op724
slr1227,slr1227,NC_000911.1,1031202,1033787,+,IAP75 family chloroplast envelope protein translocase,,Op725
slr1228,prfC,NC_000911.1,1033902,1035545,+,peptide chain release factor 3,,Op726
slr1229,slr1229,NC_000911.1,1035593,1037089,+,SulP family inorganic anion transporter,,Op727
slr1230,slr1230,NC_000911.1,1037189,1038052,+,universal stress protein,,Op728
sll1135,sll1135,NC_000911.1,1038038,1039042,-,NAD(P)/FAD-dependent oxidoreductase,,Op729
slr1232,slr1232,NC_000911.1,1039196,1039732,+,SH3 domain-containing protein,,Op730
ssr2047,ssr2047,NC_000911.1,1040092,1040355,+,hypothetical protein,,Op731
slr1233,slr1233,NC_000911.1,1040531,1042258,+,succinate dehydrogenase/fumarate reductase flavoprotein subunit,,Op732
ssr2049,ssr2049,NC_000911.1,1042390,1042557,+,PCP reductase family protein,,Op733
slr1234,slr1234,NC_000911.1,1042609,1042953,+,histidine triad nucleotide-binding protein,,Op734
slr1235,slr1235,NC_000911.1,1042999,1043880,+,alpha/beta fold hydrolase,,Op735
slr1236,slr1236,NC_000911.1,1043917,1044450,+,DUF192 domain-containing protein,,Op735
ssl2250,ssl2250,NC_000911.1,1044517,1044693,-,bacterioferritin-associated ferredoxin,,Op736
sll1132,sll1132,NC_000911.1,1044915,1046366,-,hypothetical protein,,Op737
sll1131,sll1131,NC_000911.1,1046402,1046830,-,GtrA family protein,,Op737
slr1237,slr1237,NC_000911.1,1047005,1048357,+,cytosine deaminase,,Op738
sll1130,sll1130,NC_000911.1,1048406,1048753,-,type II toxin-antitoxin system PemK/MazF family toxin,A0A068N7B4_SYNY4,Op739
sll1130,sll1130,NC_000911.1,1048406,1048753,-,type II toxin-antitoxin system PemK/MazF family toxin,A0A6P1VF08_9SYNC,Op739
ssl2245,ssl2245,NC_000911.1,1048750,1049016,-,hypothetical protein,A0A6P1VEV8_9SYNC,Op739
sll1129,sll1129,NC_000911.1,1049517,1050407,-,alpha/beta hydrolase,,Op740
ssr2060,ssr2060,NC_000911.1,1050460,1050729,+,hypothetical protein,,Op741
ssr2061,grxC,NC_000911.1,1050812,1051078,+,glutaredoxin 3,,Op742
slr1238,gshB,NC_000911.1,1051159,1052121,+,glutathione synthase,,Op743
ssr2062,ssr2062,NC_000911.1,1052518,1052784,+,hypothetical protein,,Op744
sll1127,menB,NC_000911.1,1052927,1053754,-,1%2C4-dihydroxy-2-naphthoyl-CoA synthase,,Op745
slr1239,pntA,NC_000911.1,1053955,1055547,+,Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha,,Op746
slr1240,slr1240,NC_000911.1,1055574,1056113,+,hypothetical protein,,Op746
slr1241,slr1241,NC_000911.1,1056119,1056466,+,nucleotidyltransferase family protein,,Op746
,,NC_000911.1,1056487,1056717,+,type II toxin-antitoxin system HicA family toxin,,Op6
ssr2067,ssr2067,NC_000911.1,1056720,1056944,+,type II toxin-antitoxin system HicB family antitoxin,,Op746
slr1434,pntB,NC_000911.1,1056985,1058427,+,Re/Si-specific NAD(P)(+) transhydrogenase subunit beta,,Op746
slr1435,slr1435,NC_000911.1,1058537,1059820,+,TldD/PmbA family protein,,Op747
slr1436,slr1436,NC_000911.1,1059922,1060773,+,class I SAM-dependent methyltransferase,,Op748
slr1437,slr1437,NC_000911.1,1060901,1061239,+,hypothetical protein,,Op749
slr1438,slr1438,NC_000911.1,1061242,1062111,+,aldose 1-epimerase,,Op749
sll1362,ileS,NC_000911.1,1062238,1065204,-,isoleucine--tRNA ligase,,Op750
ssr2406,ssr2406,NC_000911.1,1065398,1065622,+,hypothetical protein,A0A6P1VHZ0_9SYNC,Op751
sll1360,dnaX,NC_000911.1,1065660,1069010,-,DNA polymerase III subunit gamma/tau,,Op752
slr1440,slr1440,NC_000911.1,1069178,1069609,+,VOC family protein,,Op753
sll1359,sll1359,NC_000911.1,1069666,1071702,-,c-type cytochrome,,Op754
sll1358,sll1358,NC_000911.1,1071734,1072918,-,cupin domain-containing protein,,Op754
sll1356,sll1356,NC_000911.1,1073080,1075629,-,glycogen/starch/alpha-glucan phosphorylase,,Op755
,,NC_000911.1,1075816,1075950,+,hypothetical protein,,Op6
slr1441,slr1441,NC_000911.1,1075996,1076454,+,hypothetical protein,,Op756
sll1355,sll1355,NC_000911.1,1076474,1077010,-,Uma2 family endonuclease,,Op757
,,NC_000911.1,1077167,1077412,-,DUF2442 domain-containing protein,,Op6
slr1442,slr1442,NC_000911.1,1077755,1078612,+,RnfABCDGE type electron transport complex subunit D,,Op758
slr1443,slr1443,NC_000911.1,1078657,1080501,+,serine/threonine protein kinase,,Op759
slr1444,slr1444,NC_000911.1,1080695,1081696,+,CHAD domain-containing protein,,Op760
ssr2422,ssr2422,NC_000911.1,1081887,1082141,+,thylakoid membrane protein,A0A6P1VFA3_9SYNC,Op761
sll1354,recJ,NC_000911.1,1082437,1084716,-,single-stranded-DNA-specific exonuclease RecJ,,Op762
sll1353,sll1353,NC_000911.1,1084757,1087753,-,ATP-binding protein,,Op762
sll1352,sll1352,NC_000911.1,1087772,1089190,-,DUF2079 domain-containing protein,,Op762
slr1448,slr1448,NC_000911.1,1089400,1090323,+,carbohydrate kinase,,Op763
slr1449,slr1449,NC_000911.1,1090818,1091279,+,cytochrome b,,Op764
slr1450,slr1450,NC_000911.1,1091317,1091631,+,hypothetical protein,,Op764
sll1350,sll1350,NC_000911.1,1091698,1092894,-,pentapeptide repeat-containing protein,,Op765
sll1349,sll1349,NC_000911.1,1092925,1093590,-,HAD-IA family hydrolase,,Op765
sll1348,queG,NC_000911.1,1093626,1094495,-,tRNA epoxyqueuosine(34) reductase QueG,,Op765
sll1282,ribH,NC_000911.1,1094649,1095143,-,6%2C7-dimethyl-8-ribityllumazine synthase,,Op766
,psbZ,NC_000911.1,1095248,1095436,-,photosystem II reaction center protein PsbZ,A0A068MXC2_SYNY4,Op6
,,NC_000911.1,1095772,1096683,-,M48 family metallopeptidase,,Op6
,,NC_000911.1,1096858,1096989,+,hypothetical protein,,Op6
slr1356,slr1356,NC_000911.1,1097077,1098063,+,S1 RNA-binding domain-containing protein,,Op767
,,NC_000911.1,1098323,1099171,+,IS630-like element ISTcSa family transposase,,Op6
sll1277,recF,NC_000911.1,1099214,1100368,-,DNA replication/repair protein RecF,,Op768
sll1276,sll1276,NC_000911.1,1100410,1102014,-,ABC transporter ATP-binding protein,,Op769
sll1275,pyk,NC_000911.1,1102283,1104058,-,pyruvate kinase,,Op770
slr1362,slr1362,NC_000911.1,1104246,1104647,+,DUF1824 family protein,,Op771
sll1274,sll1274,NC_000911.1,1105030,1105545,-,TIGR02652 family protein,A0A6P1VF78_9SYNC,Op772
slr1363,pap,NC_000911.1,1105666,1107168,+,polyphosphate:AMP phosphotransferase,,Op773
slr1364,bioB,NC_000911.1,1107242,1108330,+,biotin synthase BioB,,Op774
slr1365,slr1365,NC_000911.1,1108314,1108967,+,biotin transporter BioY,,Op774
slr1366,lspA,NC_000911.1,1108967,1109452,+,signal peptidase II,A0A6P1VFF6_9SYNC,Op774
sll1273,sll1273,NC_000911.1,1109620,1111044,-,hypothetical protein,,Op775
sll1272,sll1272,NC_000911.1,1111185,1111955,-,Abi-alpha family protein,,Op776
,,NC_000911.1,1112230,1112475,-,hypothetical protein,,Op6
sll1271,sll1271,NC_000911.1,1112531,1114249,-,iron uptake porin,,Op777
sll1270,sll1270,NC_000911.1,1114429,1116012,-,ABC transporter permease subunit,,Op778
ssl2501,phaP,NC_000911.1,1116360,1116629,-,phasin PhaP,,Op779
slr1367,slr1367,NC_000911.1,1117143,1119674,+,glycogen/starch/alpha-glucan phosphorylase,,Op780
slr1368,cbiT,NC_000911.1,1119916,1120509,+,precorrin-6Y C5%2C15-methyltransferase subunit CbiT,A0A6P1VLK3_9SYNC,Op781
slr1369,slr1369,NC_000911.1,1120643,1121524,+,phosphatidate cytidylyltransferase,A0A6P1VF32_9SYNC,Op782
sll1268,sll1268,NC_000911.1,1121627,1123144,-,hypothetical protein,,Op783
sll1267,sll1267,NC_000911.1,1123441,1123890,-,hypothetical protein,,Op784
sll1265,sll1265,NC_000911.1,1124071,1130007,-,translocation/assembly module TamB domain-containing protein,,Op784
sll0877,sll0877,NC_000911.1,1130313,1131683,-,AAA-like domain-containing protein,A0A6P1VI61_9SYNC,Op785
slr0875,mscL,NC_000911.1,1131810,1132247,+,large conductance mechanosensitive channel protein MscL,,Op786
sll0876,ruvA,NC_000911.1,1132264,1132899,-,Holliday junction branch migration protein RuvA,,Op787
sll0875,sll0875,NC_000911.1,1132914,1133690,-,TIGR00297 family protein,,Op787
slr0876,slr0876,NC_000911.1,1133879,1135108,+,FAD/NAD(P)-binding oxidoreductase,,Op788
ssr1480,ssr1480,NC_000911.1,1135337,1135588,+,RNA-binding protein,A0A6P1VF95_9SYNC,Op789
slr0877,gatA,NC_000911.1,1135716,1137167,+,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA,A0A6P1VF43_9SYNC,Op790
slr0878,slr0878,NC_000911.1,1137216,1138112,+,M23 family metallopeptidase,,Op791
slr0879,gcvH,NC_000911.1,1138210,1138608,+,glycine cleavage system protein GcvH,A0A6P1VHP2_9SYNC,Op792
slr0880,slr0880,NC_000911.1,1138702,1140474,+,NFACT family protein,,Op793
sll0873,nspC,NC_000911.1,1140497,1141645,-,carboxynorspermidine decarboxylase,,Op794
,,NC_000911.1,1141803,1141946,-,chlorophyll A-B-binding protein,A0A068MZZ7_SYNY4,Op6
,,NC_000911.1,1141803,1141946,-,chlorophyll A-B-binding protein,A0A6P1VP01_9SYNC,Op6
slr0881,slr0881,NC_000911.1,1142101,1142412,+,hypothetical protein,A0A6P1VGI0_9SYNC,Op795
,,NC_000911.1,1142501,1142707,-,hypothetical protein,,Op6
,,NC_000911.1,1142706,1142864,+,hypothetical protein,,Op6
slr0882,slr0882,NC_000911.1,1143053,1144231,+,LptF/LptG family permease,A0A6P1VGG7_9SYNC,Op796
,,NC_000911.1,1144258,1144407,-,hypothetical protein,,Op6
slr0883,slr0883,NC_000911.1,1144728,1146173,+,LCP family protein,,Op797
sll0871,sll0871,NC_000911.1,1146290,1146718,-,hypothetical protein,,Op798
,,NC_000911.1,1146867,1147046,-,hypothetical protein,,Op6
slr0884,gap,NC_000911.1,1147079,1148098,+,type I glyceraldehyde-3-phosphate dehydrogenase,,Op799
slr0885,slr0885,NC_000911.1,1148722,1149297,+,Uma2 family endonuclease,,Op800
sll0869,aat,NC_000911.1,1149471,1150067,-,leucyl/phenylalanyl-tRNA--protein transferase,,Op801
sll0868,lipA,NC_000911.1,1150122,1151033,-,lipoyl synthase,,Op802
sll0867,sll0867,NC_000911.1,1151139,1152431,-,aldo/keto reductase,,Op803
slr0886,fabG,NC_000911.1,1152549,1153292,+,3-oxoacyl-[acyl-carrier-protein] reductase,,Op804
slr0887,slr0887,NC_000911.1,1153292,1154101,+,aminotransferase class IV,,Op804
slr0888,slr0888,NC_000911.1,1154330,1154836,+,hypothetical protein,,Op805
slr0889,slr0889,NC_000911.1,1154857,1156083,+,AarF/ABC1/UbiB kinase family protein,,Op805
ssr1499,ssr1499,NC_000911.1,1156171,1156503,+,hypothetical protein,,Op806
slr0890,slr0890,NC_000911.1,1156580,1156975,+,clan AA aspartic protease,A0A6P1VF63_9SYNC,Op807
sll0865,uvrC,NC_000911.1,1157029,1158909,-,excinuclease ABC subunit UvrC,,Op808
slr0891,slr0891,NC_000911.1,1159029,1160804,+,N-acetylmuramoyl-L-alanine amidase,,Op809
sll0864,sll0864,NC_000911.1,1160787,1161260,-,M67 family metallopeptidase,,Op810
sll0863,sll0863,NC_000911.1,1161441,1161824,-,hypothetical protein,,Op811
sll0862,sll0862,NC_000911.1,1161856,1163367,-,site-2 protease family protein,,Op811
sll0861,murQ,NC_000911.1,1163421,1164338,-,N-acetylmuramic acid 6-phosphate etherase,,Op812
sll0860,sll0860,NC_000911.1,1164496,1165017,-,DUF3110 domain-containing protein,,Op813
sll1317,petA,NC_000911.1,1165087,1166073,-,apocytochrome f,,Op814
sll1316,sll1316,NC_000911.1,1166186,1166728,-,cytochrome b6-f complex iron-sulfur subunit,A0A6P1VL51_9SYNC,Op815
ssl2598,psbH,NC_000911.1,1167053,1167247,-,photosystem II reaction center protein PsbH,A0A6P1VDA9_9SYNC,Op815
,psbN,NC_000911.1,1167333,1167464,+,photosystem II reaction center protein PsbN,A0A068MYW3_SYNY4,Op6
,psbN,NC_000911.1,1167333,1167464,+,photosystem II reaction center protein PsbN,A0A6P1VGI8_9SYNC,Op6
ssl2595,ssl2595,NC_000911.1,1167510,1167779,-,YciI family protein,A0A6P1VE55_9SYNC,Op816
sll1315,sll1315,NC_000911.1,1167961,1168950,-,hypothetical protein,,Op817
sll1314,sll1314,NC_000911.1,1169078,1170187,-,TRAP transporter substrate-binding protein,,Op818
,,NC_000911.1,1170571,1179621,+,Calx-beta domain-containing protein,,Op6
sll1308,sll1308,NC_000911.1,1179926,1180666,-,SDR family oxidoreductase,,Op819
slr1406,slr1406,NC_000911.1,1181064,1181609,+,heme-binding protein,A0A6P1VJ17_9SYNC,Op820
slr1407,slr1407,NC_000911.1,1181716,1182585,+,hypothetical protein,,Op821
slr1409,slr1409,NC_000911.1,1182665,1183645,+,WD40 repeat domain-containing protein,,Op822
slr1410,slr1410,NC_000911.1,1183660,1184664,+,hypothetical protein,,Op822
sll1307,sll1307,NC_000911.1,1184711,1185238,-,heme-binding protein,,Op823
sll1306,sll1306,NC_000911.1,1185300,1186307,-,polysaccharide deacetylase family protein,,Op824
sll1305,sll1305,NC_000911.1,1186311,1187198,-,alpha/beta hydrolase,,Op824
sll1304,sll1304,NC_000911.1,1187219,1188082,-,sugar phosphate isomerase/epimerase,,Op824
sll1785,sll1785,NC_000911.1,1188079,1188885,-,cupin domain-containing protein,A0A6P1VFD7_9SYNC,Op824
,,NC_000911.1,1188912,1189082,-,hypothetical protein,,Op6
sll1784,sll1784,NC_000911.1,1189110,1189913,-,cupin domain-containing protein,A0A6P1VF82_9SYNC,Op825
sll1783,sll1783,NC_000911.1,1189940,1190383,-,antibiotic biosynthesis monooxygenase,,Op825
slr1852,slr1852,NC_000911.1,1190867,1191433,+,hypothetical protein,,Op826
slr1853,slr1853,NC_000911.1,1191445,1191786,+,carboxymuconolactone decarboxylase family protein,,Op826
slr1854,slr1854,NC_000911.1,1191856,1192452,+,DJ-1/PfpI family protein,,Op827
slr1855,slr1855,NC_000911.1,1192485,1194308,+,AGE family epimerase/isomerase,,Op827
slr1856,slr1856,NC_000911.1,1194314,1194643,+,anti-sigma factor antagonist,A0A6P1VDC7_9SYNC,Op827
slr1857,glgX,NC_000911.1,1194653,1196776,+,glycogen debranching protein GlgX,,Op827
slr1859,slr1859,NC_000911.1,1196836,1197162,+,anti-sigma factor antagonist,A0A6P1VE74_9SYNC,Op828
slr1860,slr1860,NC_000911.1,1197262,1199166,+,SpoIIE family protein phosphatase,,Op829
slr1861,slr1861,NC_000911.1,1199172,1199603,+,anti-sigma regulatory factor,A0A6P1VF94_9SYNC,Op829
slr1862,slr1862,NC_000911.1,1199861,1200412,+,hypothetical protein,,Op830
sll1780,sll1780,NC_000911.1,1200376,1201392,-,IS4-like element IS4Sa family transposase,Q54AG6_9SYNC,Op831
slr1863,slr1863,NC_000911.1,1201494,1203014,+,hypothetical protein,,Op832
slr1864,slr1864,NC_000911.1,1203382,1204098,+,AEC family transporter,,Op832
slr1865,slr1865,NC_000911.1,1204276,1205538,+,ABC transporter substrate-binding protein,,Op833
slr1866,slr1866,NC_000911.1,1205546,1206547,+,cache domain-containing protein,,Op833
slr1867,trpD,NC_000911.1,1206947,1207993,+,anthranilate phosphoribosyltransferase,,Op834
sll1776,deoC,NC_000911.1,1208020,1208697,-,deoxyribose-phosphate aldolase,,Op835
sll1775,sll1775,NC_000911.1,1208749,1211202,-,GH116 family glycosyl hydrolase,,Op836
,,NC_000911.1,1211401,1211625,+,UPF0175 family protein,,Op6
sll1774,sll1774,NC_000911.1,1211638,1212420,-,Rpn family recombination-promoting nuclease/putative transposase,,Op837
slr1869,slr1869,NC_000911.1,1212609,1213358,+,hypothetical protein,,Op838
,,NC_000911.1,1213518,1213796,+,hypothetical protein,,Op6
,,NC_000911.1,1213769,1213927,-,hypothetical protein,,Op6
slr1870,slr1870,NC_000911.1,1214188,1214937,+,NYN domain-containing protein,,Op839
,,NC_000911.1,1215167,1215403,-,CDGSH iron-sulfur domain-containing protein,,Op6
sll1773,sll1773,NC_000911.1,1215453,1216151,-,pirin family protein,,Op840
slr1871,slr1871,NC_000911.1,1216281,1217168,+,LysR family transcriptional regulator,,Op841
sll1772,sll1772,NC_000911.1,1217156,1219624,-,endonuclease MutS2,,Op842
sll1771,sll1771,NC_000911.1,1219654,1220418,-,serine/threonine-protein phosphatase,,Op842
sll1770,sll1770,NC_000911.1,1220473,1222230,-,AarF/ABC1/UbiB kinase family protein,A0A6P1VGP0_9SYNC,Op843
,,NC_000911.1,1222290,1222472,-,hypothetical protein,,Op6
sll1769,sll1769,NC_000911.1,1222610,1222927,-,thylakoid lumen protein,,Op844
ssl3383,ssl3383,NC_000911.1,1222937,1223209,-,hypothetical protein,,Op844
,,NC_000911.1,1223255,1223431,-,hypothetical protein,,Op6
sll1768,sll1768,NC_000911.1,1223666,1224646,-,ABC transporter permease,,Op845
slr1874,slr1874,NC_000911.1,1224777,1225841,+,D-alanine--D-alanine ligase,,Op846
slr1875,slr1875,NC_000911.1,1225928,1226566,+,exopolysaccharide biosynthesis protein,,Op847
ssl3379,clpS,NC_000911.1,1226686,1226982,-,ATP-dependent Clp protease adapter ClpS,,Op848
slr1876,slr1876,NC_000911.1,1227090,1227563,+,hydrogenase maturation protease,,Op849
sll1767,rpsF,NC_000911.1,1227591,1227932,-,30S ribosomal protein S6,A0A6P1VID6_9SYNC,Op850
slr1877,slr1877,NC_000911.1,1228237,1229067,+,fumarylacetoacetate hydrolase family protein,,Op851
slr1878,slr1878,NC_000911.1,1229120,1229938,+,HEAT repeat domain-containing protein,,Op852
sll1766,grrM,NC_000911.1,1229971,1231167,-,GRRM system radical SAM/SPASM domain protein,,Op853
sll1765,sll1765,NC_000911.1,1231207,1231725,-,hypothetical protein,,Op853
sll1764,grrA,NC_000911.1,1231770,1232204,-,rSAM-associated Gly-rich repeat protein,,Op854
sll1763,grrA,NC_000911.1,1232271,1232675,-,rSAM-associated Gly-rich repeat protein,,Op854
